"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","phylum_no","class","class_no","order","order_no","family","family_no","genus","genus_no","subgenus_no","abund_value","abund_unit","collection_name","collection_subset","collection_aka","lng","lat","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","geoplate","paleoage","paleolng","paleolat","formation","stratgroup","member","formation","stratgroup","member","stratscale","zone","localsection","localbed","localbedunit","localorder","regionalsection","regionalbed","regionalbedunit","regionalorder","stratcomments","lithdescript","lithology1","lithification1","minor_lithology1","lithology2","lithification2","minor_lithology2","environment","primary_reference","created","modified","updated","time_bins","time_contain","time_major","time_buffer","time_overlap"
"1329816","occ","","","179027","Cypraea korycanensis","species","335059","recombined as","Palaeocypraea (Palaeocypraea) korycanensis","species","335059","Late Cenomanian","","100.5","93.9","59239","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Palaeocypraea (Palaeocypraea)","10233","335048","","","Pemyšlení ","","","14.425000","50.166668","CZ","Praha","","based on political unit","minutes","local area","","gplates","305","mid","29.32","45.49","Korycany","","","Korycany","","","formation","","","","","","","","","","","medium-grained, calcareous sandstones with limonitic admixture (Ziegler 1984)","sandstone","","calcareous","","","","coastal indet.","V. Weinzettl. 1910. Gastropoda ceskeho kridoveho utvaru. Palaeontographica Bohemiae 8:1-56","2016-05-25 20:21:59","2016-05-25 20:21:59","","Cenomanian","Cenomanian","Cenomanian","Cenomanian","Cenomanian"
"1329824","occ","","","179034","Cypraea cunliffei","species","314277","recombined as","Bernaya (Protocypraea) cunliffei","species","314277","Campanian","","83.6","72.2","59240","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Bernaya (Protocypraea)","9543","335098","","","near Varagur, Tamil Nadu District","","Veraghoor","79.033333","11.250000","IN","Tamil Nadu","","based on nearby landmark","minutes","outcrop","Coordinates based on Varagoor.","gplates","501","mid","57.04","-45.05","","Ariyalur","","","Ariyalur","","group of beds","","","","","","","","","","","","not reported","lithified","","","","","marine indet.","F. Stoliczka. 1867. Cretaceous fauna of southern India. The Gastropoda of the Cretaceous rocks of southern India. Palaeontologia Indica, Memoirs of the Geological Survey of India, ser. 5 2(1–4):1-204","2016-05-26 00:06:20","2016-05-26 00:10:30","","Campanian","Campanian","Campanian","Campanian","Campanian"
"1330015","occ","","","179073","Cypraea n. sp. suciensis","species","335071","recombined as","Palaeocypraea suciensis","species","335071","Late Campanian","","83.6","72.2","57733","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Palaeocypraea","10233","","","","Sucia Island","","","-122.900002","48.750000","US","Washington","San Juan","based on political unit","2","local area","","gplates","128","mid","-85.73","56.69","Cedar District","Nanaimo","","Cedar District","Nanaimo","","formation","Metaplacenticeras pacificum","","","","","","","","","lower late Campanian; PJW: I at one time put this in a Rotalia cushmani zone, but I cannot rediscover why 6 years later! However, this should be in the Metaplacenticeras pacificum zone.. ","","not reported","","","","","","marine indet.","L. T. Groves. 1990. New Species of Late Cretaceous Cypraeacea (Mollusca: Gastropoda) from California and Mississippi, and a Review of Cretaceous Cypraeaceans of North America. The Veliger 33(3):272-285","2016-05-27 12:32:05","2016-05-27 12:32:05","","Campanian","Campanian","Campanian","Campanian","Campanian"
"1330174","occ","","","179034","Erato veraghoorensis","species","335101","recombined as","Bernaya (Protocypraea) veraghoorensis","species","335101","Campanian","","83.6","72.2","59240","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Bernaya (Protocypraea)","9543","335098","","","near Varagur, Tamil Nadu District","","Veraghoor","79.033333","11.250000","IN","Tamil Nadu","","based on nearby landmark","minutes","outcrop","Coordinates based on Varagoor.","gplates","501","mid","57.04","-45.05","","Ariyalur","","","Ariyalur","","group of beds","","","","","","","","","","","","not reported","lithified","","","","","marine indet.","F. Stoliczka. 1867. Cretaceous fauna of southern India. The Gastropoda of the Cretaceous rocks of southern India. Palaeontologia Indica, Memoirs of the Geological Survey of India, ser. 5 2(1–4):1-204","2016-05-27 15:13:36","2016-05-27 15:14:25","","Campanian","Campanian","Campanian","Campanian","Campanian"
"1330196","occ","","","179086","Cypraea humerosa","species","113707","recombined as","Barycypraea humerosa","species","113707","Burdigalian","","20.45","15.98","36478","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Barycypraea","9527","","","","Kutch","","","68.750000","23.416668","IN","Gujarat","","estimated from map","minutes","local area","no coordinates given, estimated from map","gplates","501","mid","69.15","14.42","Chasra","","","Chasra","","","","","","","","","","","","","","Silty shales and impure Limestones","claystone","","silty","""limestone""","","argillaceous","marine indet.","M. Harzhauser, M. Euter, and W. E. Piller, B. Berning, A. Kroh, O. Mandic. 2009. Oligocene and Early Miocene gastropods from Kutch (NW India) document an early biogeographic switch from Western Tethys to Indo-Pacific. Palaeontologische Zeitschrift 83:333-372","2016-05-27 16:41:05","2016-05-27 16:41:05","","Burdigalian","Burdigalian","Burdigalian","Burdigalian","Burdigalian"
"1330197","occ","","","179086","Cypraea nasuta","species","113705","recombined as","Erronea (Gratiadusta) nasuta","species","113705","Burdigalian","","20.45","15.98","36478","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Erronea (Gratiadusta)","9826","344144","","","Kutch","","","68.750000","23.416668","IN","Gujarat","","estimated from map","minutes","local area","no coordinates given, estimated from map","gplates","501","mid","69.15","14.42","Chasra","","","Chasra","","","","","","","","","","","","","","Silty shales and impure Limestones","claystone","","silty","""limestone""","","argillaceous","marine indet.","M. Harzhauser, M. Euter, and W. E. Piller, B. Berning, A. Kroh, O. Mandic. 2009. Oligocene and Early Miocene gastropods from Kutch (NW India) document an early biogeographic switch from Western Tethys to Indo-Pacific. Palaeontologische Zeitschrift 83:333-372","2016-05-27 16:41:05","2016-05-27 16:41:05","","Burdigalian","Burdigalian","Burdigalian","Burdigalian","Burdigalian"
"1330198","occ","","","179086","Cypraea prunum","species","113704","recombined as","Callistocypraea (Miolyncina) prunum","species","113704","Burdigalian","","20.45","15.98","36478","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Miolyncina","10137","","","","Kutch","","","68.750000","23.416668","IN","Gujarat","","estimated from map","minutes","local area","no coordinates given, estimated from map","gplates","501","mid","69.15","14.42","Chasra","","","Chasra","","","","","","","","","","","","","","Silty shales and impure Limestones","claystone","","silty","""limestone""","","argillaceous","marine indet.","M. Harzhauser, M. Euter, and W. E. Piller, B. Berning, A. Kroh, O. Mandic. 2009. Oligocene and Early Miocene gastropods from Kutch (NW India) document an early biogeographic switch from Western Tethys to Indo-Pacific. Palaeontologische Zeitschrift 83:333-372","2016-05-27 16:41:05","2016-05-27 16:41:05","","Burdigalian","Burdigalian","Burdigalian","Burdigalian","Burdigalian"
"1330236","occ","","","179087","Cypraea n. sp. gurabonis","species","249714","recombined as","Propustularia gurabonis","species","249714","Messinian","Zanclean","7.246","3.6","59259","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Propustularia","10318","","","","USNM Locality 8737. Gurabo River about 5 miles above Gurabo Adentro","","","-70.683334","19.316668","DO","","Monte Cristi","","minutes","","","gplates","252","mid","-69.44","19.80","Gurabo","","","Gurabo","","","formation","","","","","","","","","","Given as Middle Miocene, but Gurabo formation is Messinian - Zanclean ","at base of coral limestone","""limestone""","","","","","","reef, buildup or bioherm","W. M. Ingram. 1939. New Fossil Cypraeidae from the Miocene of the Dominican Republic and Panama, with a Survey of the Miocene Species of the Dominican Republic. Bulletins of American Paleontology 24(85):329-340","2016-05-27 23:30:19","2016-05-27 23:30:27","","Messinian","-","Messinian","Messinian, Zanclean","Messinian, Zanclean"
"1330237","occ","","","179088","Cypraea n. sp. heilprini","species","249760","misspelling of, recombined as","Zonaria heilprinii","species","249760","Burdigalian","","20.45","15.98","59552","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Zonaria","10704","","","","USGS Loc. 2115 - Ten Mile Creek on Chipola River, 1 mile west of Baileys Ferry","","","-85.165001","30.454721","US","Florida","Calhoun","based on nearby landmark","seconds","outcrop","","gplates","109","mid","-77.79","33.10","Chipola","Alum Bluff","","Chipola","Alum Bluff","","formation","","","","","","","","","","Direct date from 87Sr/86Sr isotope dating of fossils from elsewhere in Chipola Fm [=Burdigalian age].","marls, sands and clays, for the most part unconsolidated, highly calcareous in places","marl","unlithified","calcareous","sandstone","unlithified","calcareous","marine indet.","W. H. Dall. 1890. Contributions to the Tertiary fauna of Florida. Scientific Transactions of the Wagner Free Institute of Philadelphia 3(1):1-200","2016-05-28 00:13:49","2016-06-24 19:52:26","","Burdigalian","Burdigalian","Burdigalian","Burdigalian","Burdigalian"
"1330241","occ","","","179091","Cypraea chilona","species","187671","recombined as","Loxacypraea chilona","species","187671","Burdigalian","","20.45","15.98","59260","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Cypraeorbis","9730","","","","Alum Bluff","42443","","-84.986115","30.469168","US","Florida","Liberty","based on nearby landmark","seconds","small collection","SPECIFIC LOCATION: Alum Bluff, Liberty Co., Florida LAT/LONG: estimated based on Alum Bluff, Florida.","gplates","109","mid","-77.60","33.10","Chipola","Alum Bluff","","Chipola","Alum Bluff","","bed","","","","","","","","","","AGE: Direct date from 87Sr/86Sr isotope dating of fossils from elsewhere in Chipola Fm [=Burdigalian age].","SPECIFIC LITHOLOGY: Medium-coarse grained sand beds, shelly. LITHIFICATION: Unlithified, based on observation of specimens.","sandstone","unlithified","","","","","coastal indet.","W. M. Ingram. 1939. Notes on Cypraea heilprini Dall and Cypraea chilona Dall, with new species from the Pliocene of Costa Rica. Bulletins of American Paleontology 24(84):321-326","2016-05-28 10:19:09","2016-06-24 20:09:22","","Burdigalian","Burdigalian","Burdigalian","Burdigalian","Burdigalian"
"1330287","occ","","","179110","Gisortia n. sp. thomasi","species","162245","recombined as","Megalocypraea thomasi","species","162245","Lutetian","","48.07","41.03","14126","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Megalocypraea","10108","","","","Cabo Blanco, banks of Que Siches","","","-81.233330","-4.250000","PE","Piura","","based on nearby landmark","minutes","outcrop","","gplates","201","mid","-67.49","-4.42","Pale Greda","","","Pale Greda","","","group of beds","CP10-CP12A","Cabo Blanco","1000","ft","bottom to top","","","","","","Sandstone","sandstone","","","","","","coastal indet.","A. A. Olsson. 1930. Contributions to the Tertiary Paleontology of Northern Peru: Part 3, Eocene Mollusca. Bulletins of American Paleontology 17(62):1-164","2016-05-28 21:57:35","2016-05-28 21:57:35","","Lutetian","Lutetian","Lutetian","Lutetian","Lutetian"
"1330313","occ","","","179122","Bistolida n. sp. praelatior","species","249767","recombined as","Zonaria praelatior","species","249767","Aquitanian","","23.04","20.45","57818","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Zonaria","10704","","","","TU 1196. Farley Creek, about 0.8 mi E of bridge of Fla. Hwy. 275","","","-85.066666","30.466667","US","Florida","Calhoun","based on nearby landmark","minutes","outcrop","NE 1/4 Sec. 21, T1N, R9W","gplates","109","mid","-75.93","33.41","Arcadia","","Tampa Limestone","Arcadia","","Tampa Limestone","member","","","","","","","","","","","","""limestone""","lithified","sandy,cherty/siliceous","","","","marine indet.","L. Dolin. 1991. Cypraeoidea and Lamellarioidea (Mollusca: Gastropoda), from the Chipola Formation (late early Miocene) of northwestern Florida. Tulane Studies in Geology and Paleontology 24(1-2):1-60","2016-05-30 21:33:26","2016-05-30 21:33:26","","Aquitanian","Aquitanian","Aquitanian","Aquitanian","Aquitanian"
"1330340","occ","","","179128","Eotrivia bouryi","species","337563","recombined as","Eotrivia (Eotrivia) bouryi","species","337562","Bartonian","","41.03","37.71","58837","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Eotrivia (Eotrivia)","9815","344010","","","Vendrest","","","3.110000","49.040001","FR","Île-de-France","Seine-et-Marne","stated in text","seconds","outcrop","http://coldb.mnhn.fr/catalognumber/mnhn/f/j01922","gplates","315","mid","8.56","42.30","Sables Moyens","","","Sables Moyens","","","formation","","","","","","","","","","","","sandstone","","","","","","coastal indet.","M. Cossmann. 1889. Catalogue illustree des coquilles fossiles de I'Eocene des environs de Paris, faisant suite aux travaux paleontologiques de G. - P. Deshayes. Fasc. 4. Annales de la Societe Royale Malacologique de Belgique 24:3-381","2016-05-31 18:50:30","2016-05-31 18:50:30","","Bartonian","Bartonian","Bartonian","Bartonian","Bartonian"
"1330346","occ","","","78617","Cypraea ? n. sp. persona","species","339784","recombined as","Cypraeacites persona","species","339784","Priabonian","","37.71","33.9","24400","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Praerosaria","336519","","","","Marna di Possagno Formation","","","13.374444","46.156387","IT","","","based on nearby landmark","seconds","local area","SPECIFIC LOCATION: Treviso [Trevigiano], NE Italy, centered around Costalunga. LAT/LONG: estimated based on Costalunga, Italy.","gplates","307","mid","18.73","37.26","Marna di Possagno","","","Marna di Possagno","","","formation","","","","","","","","","","STRATIGRAPHIC RELATIONS: From the Marna di Possagno Fm, which overlies the Scagkua cinerea (Lutetian), and is overlain by the Calcare di St Guistina (Priabonian). THICKNESS: Formation ranges t=from ~450-600 m in thickness. AGE: Priabonian, according to the text. STRATIGRAPHIC POSITION: Presumably a composite checklist for the formation in this area.","SPECIFIC LITHOLOGY: Argillaceous fossiliferous siltstone. LITHIFICATION: Unknown.","siltstone","","argillaceous","","","","offshore","P. Oppenheim. 1901. Die Priabonaschichten und ihre Fauna, im Zusammenhange mit gleichalterigen und analogen Ablagerungen vergleichend betrachtet. Palaeontographica 47:1-348","2016-05-31 20:45:09","2016-05-31 20:45:09","","Priabonian","Priabonian","Priabonian","Priabonian","Priabonian"
"1330347","occ","","","177886","Zonaria porcellus","species","340180","","Zonaria porcellus","species","164299","Piacenzian","","3.6","2.58","58848","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Zonaria","10704","","","","Bibbiano","","","10.475000","44.666668","IT","","","","minutes","","","gplates","307","mid","11.02","43.96","Sables jaunes de Castell'arquato","","","Sables jaunes de Castell'arquato","","","formation","","","","","","","","","","","","sandstone","","","","","","marine indet.","D. Fehse. 2012. On the identity of Cypraea cocconii Mayer-Eymar 1875 (Mollusca: Gastropoda: Prosobranchia: Cypraeidae). Archiv für Molluskenkunde 141(2):145-153","2016-05-31 22:46:10","2016-05-31 22:46:10","","Piacenzian","Piacenzian","Piacenzian","Piacenzian","Piacenzian"
"1330348","occ","","","179129","Neobernaya porcellus","species","339395","","Neobernaya porcellus","species","339396","Piacenzian","","3.6","2.58","58848","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Neobernaya","10169","","","","Poggibonsi","","","11.150000","43.466667","IT","Siena","","","minutes","","","gplates","307","mid","11.66","42.75","Sabbie di Talciona","","","Sabbie di Talciona","","","formation","Discoaster tamalis","","","","","","","","","Globorotalla semiliana zone ","","sandstone","","","","","","coastal indet.","D. Fehse. 2012. On the identity of Cypraea cocconii Mayer-Eymar 1875 (Mollusca: Gastropoda: Prosobranchia: Cypraeidae). Archiv für Molluskenkunde 141(2):145-153","2016-05-31 23:29:15","2016-05-31 23:29:15","","Piacenzian","Piacenzian","Piacenzian","Piacenzian","Piacenzian"
"1330349","occ","","","179129","Miolyncina cocconii","species","339398","","Miolyncina cocconii","species","339394","Piacenzian","","3.6","2.58","59284","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Miolyncina","10137","","","","Poggibonsi","","","11.150000","43.466667","IT","Siena","","","minutes","","","gplates","307","mid","11.66","42.75","Sabbie di Talciona","","","Sabbie di Talciona","","","formation","Discoaster tamalis","","","","","","","","","Globorotalla semiliana zone ","","sandstone","","","","","","coastal indet.","D. Fehse. 2004. Die mediterrane, marine Molluskenwelt im Pliozin I. Die Familie Cypraeidae (Gastropoda: Cypraeoidea) mit der Beschreibung einer neuen Art. Acta Conchyliorum 8:1-32","2016-05-31 23:29:15","2016-05-31 23:31:22","","Piacenzian","Piacenzian","Piacenzian","Piacenzian","Piacenzian"
"1330351","occ","","","122893","Cypraea (Bernayia) bartonensis","species","335378","recombined as","Eopustularia bartonensis","species","335377","Lutetian","Bartonian","48.07","37.71","59285","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Eopustularia","337366","","","","Bois-Gouet","","","-1.580000","47.490002","FR","Loire-Atlantique","","based on nearby landmark","seconds","outcrop","near Saffré; coordinates given at:https://science.mnhn.fr/institution/mnhn/collection/f/item/j11866?listIndex=1&listCount=2","gplates","305","mid","4.68","40.45","Faluns de Bois-Gouët","","","Faluns de Bois-Gouët","","","group of beds","","","","","","","","","","Was Lutetian - Bartonian","","sandstone","","","","","","coastal indet.","M. Cossmann. 1917. Éocène de Bretagne. Faune de Bois-Gouët. Atlas paléontologique","2016-06-01 00:00:02","2016-06-01 00:00:02","","Lutetian","-","Lutetian","Lutetian","Lutetian, Bartonian"
"1330353","occ","","","179130","Eotrivia pedicularis","species","339666","","Eotrivia pedicularis","species","339664","Bartonian","","41.03","37.71","58192","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Eotrivia","9815","","","","Valmondois","","","2.180000","46.099998","FR","Île-de-France","Val-d'Oise","stated in text","minutes","outcrop","http://coldb.mnhn.fr/catalognumber/mnhn/f/b63304","gplates","305","mid","7.46","39.41","","","","","","","formation","","","","","","","","","","Auversien","","not reported","","","","","","carbonate indet.","M. M. Glibert. 1963. Les Mesogastropoda Fossiles du Cenozoïque étranger des Collections de L'Institute Royale des Sciences Naturelles de Belgique. Institute Royale des Sciences Naturelles de Belgique, Memoire, 10th sériés 69:1-305","2016-06-01 00:14:16","2016-06-01 00:14:16","","Bartonian","Bartonian","Bartonian","Bartonian","Bartonian"
"1330368","occ","","","179130","Bernaya obesa","species","335375","recombined as","Bernaya (Bernaya) obesa","species","335373","Bartonian","","41.03","37.71","58192","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Bernaya (Bernaya)","9543","335089","","","Valmondois","","","2.180000","46.099998","FR","Île-de-France","Val-d'Oise","stated in text","minutes","outcrop","http://coldb.mnhn.fr/catalognumber/mnhn/f/b63304","gplates","305","mid","7.46","39.41","","","","","","","formation","","","","","","","","","","Auversien","","not reported","","","","","","carbonate indet.","M. M. Glibert. 1963. Les Mesogastropoda Fossiles du Cenozoïque étranger des Collections de L'Institute Royale des Sciences Naturelles de Belgique. Institute Royale des Sciences Naturelles de Belgique, Memoire, 10th sériés 69:1-305","2016-06-01 00:14:16","2016-06-01 00:14:16","","Bartonian","Bartonian","Bartonian","Bartonian","Bartonian"
"1330423","occ","","","179131","Talparia n. sp. mariaelisabethae","species","249748","recombined as","Luria mariaelisabethae","species","249748","Burdigalian","","20.45","15.98","57818","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Luria","115679","","","","Chipola 09","","CA 018","-85.199997","30.416668","US","Florida","Calhoun","based on nearby landmark","minutes","basin","Collection not specified to any region of Florida. Lat/long estimated for Calhoun county, Florida (populated place assumed to be within formation distribution). ","gplates","109","mid","-77.83","33.06","Chipola","Alum Bluff","","Chipola","Alum Bluff","","formation","","","","","","","","","","","Lithologic data not specified for Chipola Formation. From another source: consists of clays, sands and shell beds which may vary from fossiliferous, sandy clays to unfossiliferous sands and clays and occasional carbonate beds (Huddlestun, 1984). Mica is a common constituent and glauconite and phosphate occur sporadically. Induration varies from essentially nonindurated in sands to well indurated in carbonate lenses. Colors range from cream to olive gray with mottled reddish brown in weathered sections. Sand grain size varies from very fine to very coarse with sporadic occurrences of gravel. ","claystone","","","sandstone","poorly lithified","","marine indet.","L. Dolin. 1991. Cypraeoidea and Lamellarioidea (Mollusca: Gastropoda), from the Chipola Formation (late early Miocene) of northwestern Florida. Tulane Studies in Geology and Paleontology 24(1-2):1-60","2016-06-01 07:51:12","2016-06-01 07:51:12","","Burdigalian","Burdigalian","Burdigalian","Burdigalian","Burdigalian"
"1330426","occ","","","179132","Cypraeacites cf. brackleshamensis","species","341671","recombined as","Eopustularia brackleshamensis","species","337369","Late Eocene","","37.71","33.9","59283","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Eopustularia","337366","","","","South of Lake Thun","","","7.716667","46.666668","CH","Bern","","","minutes","","","gplates","305","mid","11.93","40.45","","","","","","","formation","","","","","","","","","","","","not reported","","","","","","carbonate indet.","F. A. Schilder. 1931. Mitteilungen der Naturforschenden Gesellschaft 1931:81-91","2016-06-01 08:01:52","2016-06-01 08:01:52","","Priabonian","Priabonian","Priabonian","Priabonian","Priabonian"
"1330438","occ","","","179133","Cypraea n. sp. anguillana","species","109239","recombined as","Macrocypraea anguillana","species","109239","Burdigalian","Serravallian","20.45","11.63","25441","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Macrocypraea","10084","","","","USGS 6893. Crocus Bay","","Reef 642","-63.064999","18.219999","AI","","","based on nearby landmark","2","outcrop","Hill on road side on descent to Crocus Bay from valley","gplates","234","mid","-59.35","18.97","Anguilla","","","Anguilla","","","group of beds","","","","","","","","","","","","""limestone""","","","""limestone""","","argillaceous","reef, buildup or bioherm","C. W. Cooke. 1919. Tertiary mollusks from the Leeward Islands and Cuba. Contributions to the geology and paleontology of the West Indies. Carnegie Institution of Washington","2016-06-01 09:28:24","2016-06-01 09:28:31","","Burdigalian","-","Burdigalian","Burdigalian, Langhian","Burdigalian, Langhian, Serravallian"
"1330449","occ","","","179134","Cypraea anguillana","species","109239","recombined as","Macrocypraea anguillana","species","109239","Burdigalian","Serravallian","20.45","11.63","25441","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Macrocypraea","10084","","","","USGS 6894, Crocus Bay","","Reef 642","-63.080002","18.209999","AI","","","based on nearby landmark","2","outcrop","Southwest side of Crocus Bay, general collection","gplates","234","mid","-59.37","18.96","Anguilla","","","Anguilla","","","group of beds","","","","","","","","","","","","""limestone""","","","""limestone""","","argillaceous","reef, buildup or bioherm","C. W. Cooke. 1919. Tertiary mollusks from the Leeward Islands and Cuba. Contributions to the geology and paleontology of the West Indies. Carnegie Institution of Washington","2016-06-01 09:51:26","2016-06-01 09:51:26","","Burdigalian","-","Burdigalian","Burdigalian, Langhian","Burdigalian, Langhian, Serravallian"
"1330580","occ","","","179144","Cypraea n. sp. pilsbryi","species","341755","recombined as","Akleistostoma pilsbryi","species","341755","Zanclean","","5.333","3.6","59298","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Akleistostoma","82790","","","","Cape Fear River","","","-77.900002","34.349998","US","North Carolina","New Hanover","based on political unit","minutes","local area","NE Cape Fear River, 0.75 mi above Castle Hayne Bridge; coordinates based on location relative to Castle Hayne, NC.","gplates","109","mid","-76.22","34.92","Duplin","","","Duplin","","","","","","","","","","","","","","","marl","","","","","","marine indet.","W. M. Ingram. 1939. A new fossil cowry from North Carolina. The Nautilus 52(4):120-121","2016-06-02 12:21:39","2016-06-02 12:21:39","","Zanclean","Zanclean","Zanclean","Zanclean","Zanclean"
"1330588","occ","","","74865","Schilderia brocchii","species","341771","recombined as","Prozonarina brocchii","species","339514","Aquitanian","","23.04","20.45","59300","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Prozonarina","105973","","6","specimens","Meilhan","","Carrière Vives, Saint-Martin-d’Oney,","-0.661944","43.906666","FR","Aquitaine","Landes","stated in text","seconds","local area","SPECIFIC LOCATION: Meilhan, near Mont de Marsan, Aquitaine Basin, France. Also includes: Carriere Vives. LAT/LONG: estimated based on Meilhan, France. Cuhazac & Janssen 2010: Carrière Vives, sometimes indicated as Saint-Martin-d’Oney, coordinates Lamb. III: x = 359.100, y = 3182.800 (0° 39’ 43.1” W, 43° 54’ 24.2” N).","gplates","305","mid","2.56","40.19","Falun de Sainte-Avit","","","Falun de Sainte-Avit","","","formation","N4","","","","","","","","","STRATIGRAPHIC RELATIONS: Unknown lithostratigraphic data. THICKNESS: From unit of unknown thickness AGE: Aquitanian. STRATIGRAPHIC POSITION: Unknown position within section.  Sr age 21.1 Ma (Cahuzac & Turpin, 1999). SBZ24 LBF zone.  Should be Falun de Sainte-Avit formation given Janssen (1985).","SPECIFIC LITHOLOGY: Unknown LITHIFICATION: Unlithified, assumed based of figured specimens, excellent preservation, free of sediment.  Cahuzac & Janssen 2010: “Late Aquitanian, marly sands with scleractinian corals and coarse-grained detritus (level 5 in Lozouet et al., 2001).”","sandstone","unlithified","calcareous","","","","open shallow subtidal","P. Lozouet, P. Maestrati, and L. Dolin, R. Favia. 2001. Un site exceptionnel du Miocène inférieur (Aquitanien): La “Carrière Vives” (Meilhan, Landes, France). Bilan de la campagne de fouilles de juillet–août 1991. Cossmanniana 8(1-4):47-67","2016-06-02 19:39:05","2016-06-02 19:39:05","","Aquitanian","Aquitanian","Aquitanian","Aquitanian","Aquitanian"
"1330884","occ","","","51405","Notocypraea eryma","species","342039","","Notocypraea eryma","species","342039","Piacenzian","Gelasian","3.6","1.8","18296","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Notocypraea","10189","","","","Abattoirs Bore","","Dry Creek","138.609726","-34.833332","AU","Victoria","","stated in text","seconds","","Dry Creek, about 10 km north of Adelaide","gplates","801","mid","138.87","-36.73","Dry Creek","","","Dry Creek","","","","","","","","","","","","","late Pliocene","shelly sand","sandstone","","","","","","marine indet.","N.H. Ludbrook. 1958. The molluscan fauna of the Pliocene strata underlying the Adelaide Plains. Part V - Gastropoda (Eratoidae to Scaphandridae). Transactions of the Royal Society of South Australia 81:43-111","2016-06-05 18:03:05","2016-06-05 18:03:05","","Piacenzian","-","Piacenzian","Piacenzian, Gelasian","Piacenzian, Gelasian"
"1330885","occ","","","51405","Umbilia cera","species","335718","subjective synonym of","Umbilia (Umbilia) hesitata","species","84140","Piacenzian","Gelasian","3.6","1.8","18296","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Umbilia (Umbilia)","10648","84136","","","Abattoirs Bore","","Dry Creek","138.609726","-34.833332","AU","Victoria","","stated in text","seconds","","Dry Creek, about 10 km north of Adelaide","gplates","801","mid","138.87","-36.73","Dry Creek","","","Dry Creek","","","","","","","","","","","","","late Pliocene","shelly sand","sandstone","","","","","","marine indet.","N.H. Ludbrook. 1958. The molluscan fauna of the Pliocene strata underlying the Adelaide Plains. Part V - Gastropoda (Eratoidae to Scaphandridae). Transactions of the Royal Society of South Australia 81:43-111","2016-06-05 18:04:10","2016-06-05 18:04:10","","Piacenzian","-","Piacenzian","Piacenzian, Gelasian","Piacenzian, Gelasian"
